,RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
1183,1184,15642726,652,France,Male,36,1,0.0,2,1,1,151314.98,0,0,1,PLATINUM,946
1184,1185,15664339,584,Germany,Male,47,7,130538.77,1,1,0,92915.84,0,0,3,GOLD,236
1185,1186,15754526,756,France,Male,37,3,132623.6,1,1,1,58974.0,0,0,1,GOLD,677
1186,1187,15703037,670,France,Female,35,3,103465.02,2,1,1,174627.06,0,0,3,SILVER,671
1187,1188,15751412,765,France,Female,50,9,126547.8,1,1,1,79579.94,1,1,1,PLATINUM,357
1188,1189,15609558,528,France,Male,30,2,128262.72,2,1,0,50771.16,0,0,2,PLATINUM,791
1189,1190,15572408,701,France,Male,40,5,169742.64,1,1,1,153537.55,1,1,4,GOLD,840
1190,1191,15613923,797,France,Female,29,1,0.0,2,1,1,132975.39,0,0,2,SILVER,779
1191,1192,15747000,639,Germany,Male,27,3,150795.81,1,0,1,85208.93,0,0,3,GOLD,291
1192,1193,15731781,785,Spain,Female,61,4,129855.72,2,1,0,170214.82,1,1,4,SILVER,766
1193,1194,15727198,363,Spain,Female,28,6,146098.43,3,1,0,100615.14,1,1,2,SILVER,324
1194,1195,15794273,764,France,Female,24,7,0.0,2,1,0,186105.99,0,0,1,SILVER,410
1195,1196,15804950,676,France,Female,43,2,0.0,1,1,1,55119.53,0,0,1,PLATINUM,679
1196,1197,15576304,718,Germany,Male,28,4,65643.3,1,1,0,28760.99,0,0,5,GOLD,887
1197,1198,15645200,590,Spain,Female,34,6,0.0,2,1,0,171021.44,0,0,4,PLATINUM,360
1198,1199,15779627,584,France,Male,38,9,104584.16,1,1,0,176678.72,0,0,4,GOLD,565
1199,1200,15750755,645,France,Male,41,7,0.0,1,0,1,28667.56,0,0,1,SILVER,892
1200,1201,15569654,772,Germany,Male,30,6,99785.28,2,0,0,197238.03,0,0,3,PLATINUM,410
1201,1202,15753079,399,Germany,Male,46,2,127655.22,1,1,0,139994.68,1,1,5,PLATINUM,475
1202,1203,15684995,529,France,Male,22,5,0.0,1,1,0,151169.83,0,0,5,PLATINUM,588
1203,1204,15790763,463,France,Male,35,2,101257.16,1,1,1,118113.64,0,0,4,PLATINUM,900
1204,1205,15766458,630,France,Female,40,7,0.0,2,1,1,34453.17,0,0,4,GOLD,777
1205,1206,15616221,780,France,Male,76,10,121313.88,1,0,1,64872.33,0,0,3,DIAMOND,908
1206,1207,15776124,584,Spain,Male,32,5,0.0,2,1,0,10956.82,0,0,1,PLATINUM,735
1207,1208,15665811,752,Germany,Male,30,4,81523.38,1,1,1,36885.85,0,0,1,SILVER,403
1208,1209,15729804,697,France,Female,47,6,128252.66,1,1,1,168053.4,0,0,1,DIAMOND,281
1209,1210,15714062,850,France,Female,32,7,0.0,2,0,0,155227.0,0,0,1,GOLD,990
1210,1211,15592197,711,France,Male,51,7,0.0,3,1,0,38409.79,1,1,2,SILVER,631
1211,1212,15793116,452,France,Female,32,5,0.0,2,0,1,75279.39,0,0,1,GOLD,923
1212,1213,15638231,610,Spain,Male,42,6,0.0,2,1,0,158302.59,1,1,5,DIAMOND,237
1213,1214,15697678,694,France,Female,22,4,0.0,2,1,1,11525.72,0,0,1,GOLD,988
1214,1215,15800412,579,Spain,Male,33,6,0.0,1,1,0,94993.04,1,1,4,PLATINUM,266
1215,1216,15597610,745,Spain,Female,54,8,0.0,1,1,0,173912.29,1,1,1,GOLD,447
1216,1217,15726634,572,France,Male,33,5,0.0,1,0,1,41139.05,0,0,4,SILVER,404
1217,1218,15670866,505,Germany,Male,29,3,145541.56,2,1,1,58019.95,0,0,1,SILVER,701
1218,1219,15667462,706,France,Female,23,5,0.0,1,0,0,164128.41,1,1,2,GOLD,620
1219,1220,15662574,693,Germany,Male,44,5,124601.58,2,1,1,46998.13,1,1,2,SILVER,408
1220,1221,15716926,725,Germany,Female,33,7,115182.84,2,1,1,177279.41,0,0,2,PLATINUM,470
1221,1222,15603554,791,France,Male,37,2,163789.49,2,1,0,75832.53,0,0,3,GOLD,340
1222,1223,15716800,536,France,Male,46,1,65733.41,1,1,0,61094.53,0,0,2,SILVER,942
1223,1224,15679429,699,Spain,Male,47,1,0.0,2,0,1,30117.44,0,0,3,SILVER,788
1224,1225,15616122,500,Spain,Female,47,8,128486.11,1,1,0,179227.12,0,0,4,SILVER,641
1225,1226,15742172,707,Spain,Female,53,6,109663.47,1,1,1,52110.45,0,0,1,SILVER,416
1226,1227,15792305,531,Germany,Female,42,6,88324.31,2,1,0,75248.75,0,0,1,DIAMOND,319
1227,1228,15636016,557,France,Female,28,7,146445.24,2,1,0,184317.74,0,0,1,GOLD,743
1228,1229,15733138,659,France,Female,38,3,0.0,2,1,0,158553.1,0,0,5,SILVER,804
1229,1230,15669741,575,Spain,Female,31,6,0.0,2,1,1,95686.42,0,0,4,SILVER,609
1230,1231,15616954,775,Germany,Male,36,2,109949.05,2,0,1,71682.54,0,0,1,GOLD,826
1231,1232,15729238,772,Spain,Male,30,4,78653.05,1,1,0,1790.48,0,0,2,DIAMOND,949
1232,1233,15718242,587,Germany,Male,46,9,107850.82,1,1,0,139431.0,1,1,3,SILVER,744
1233,1234,15682914,667,Germany,Female,39,4,83765.35,2,1,0,118358.54,0,0,3,PLATINUM,609
1234,1235,15654274,771,France,Female,66,7,143773.07,1,1,1,130827.88,0,0,2,DIAMOND,625
1235,1236,15691457,523,Germany,Male,63,6,116227.27,1,1,1,119404.63,0,0,5,DIAMOND,738
1236,1237,15719649,662,Germany,Male,33,0,103471.52,1,1,1,162703.0,0,0,3,DIAMOND,243
1237,1238,15778897,717,France,Male,42,5,0.0,2,1,0,172665.21,0,0,3,GOLD,594
1238,1239,15589437,746,France,Male,24,3,137492.35,2,0,1,170142.09,0,0,3,PLATINUM,642
1239,1240,15682369,569,France,Male,28,7,0.0,2,1,0,73977.23,0,0,1,GOLD,688
1240,1241,15626507,579,France,Male,36,9,129829.59,1,1,1,60906.12,0,0,5,GOLD,725
1241,1242,15571995,519,France,Female,21,1,146329.57,2,1,1,194867.27,0,0,5,PLATINUM,398
1242,1243,15673333,696,Germany,Male,30,4,114027.7,1,1,1,193716.56,0,0,2,GOLD,597
1243,1244,15748752,693,Germany,Male,25,6,146580.69,1,0,1,14633.35,0,0,4,DIAMOND,459
1244,1245,15725302,587,Germany,Female,38,0,132122.42,2,0,0,31730.32,0,0,5,DIAMOND,916
1245,1246,15722083,626,France,Female,44,10,81553.93,1,1,0,20063.63,1,1,1,SILVER,780
1246,1247,15771442,666,France,Female,66,7,0.0,2,1,1,99792.82,0,0,5,GOLD,545
1247,1248,15803633,512,France,Male,24,6,0.0,2,1,0,37654.31,0,0,2,DIAMOND,572
1248,1249,15672185,689,Spain,Female,28,3,0.0,2,1,1,192449.02,0,0,4,SILVER,731
1249,1250,15806486,803,France,Female,26,4,0.0,2,1,1,181208.47,0,0,2,DIAMOND,1000
1250,1251,15570895,548,Germany,Male,32,5,175214.71,1,1,1,155165.61,0,0,5,DIAMOND,574
1251,1252,15614520,588,Germany,Female,40,10,125534.51,1,1,0,121504.18,1,1,5,SILVER,801
1252,1253,15687492,693,France,Male,68,4,97705.99,1,1,1,61569.07,0,0,1,GOLD,949
1253,1254,15675337,499,Germany,Female,55,4,126817.65,2,1,0,123269.71,0,0,5,PLATINUM,390
1254,1255,15721047,628,France,Female,46,1,46870.43,4,1,0,31272.14,1,1,1,DIAMOND,826
1255,1256,15589017,624,Spain,Male,46,3,0.0,2,1,1,62825.03,0,0,2,SILVER,591
1256,1257,15611186,733,France,Male,42,9,120094.93,1,1,0,184056.45,0,0,5,PLATINUM,668
1257,1258,15617301,628,France,Female,38,3,0.0,2,1,1,48924.73,0,0,3,GOLD,914
1258,1259,15726046,633,France,Female,33,3,0.0,2,1,0,191111.02,0,0,5,PLATINUM,674
1259,1260,15585748,559,Germany,Female,36,1,104356.94,2,0,1,54184.06,0,0,5,GOLD,969
1260,1261,15672826,704,Germany,Male,27,5,147004.34,1,1,0,64381.33,1,1,4,SILVER,828
1261,1262,15595162,744,Germany,Male,38,6,73023.17,2,1,0,78770.86,0,0,5,GOLD,353
1262,1263,15650026,665,Spain,Female,40,1,173432.55,1,0,1,116766.79,0,0,5,PLATINUM,870
1263,1264,15745826,638,France,Female,42,7,165679.92,1,0,0,32916.29,0,0,3,GOLD,717
1264,1265,15708610,837,Spain,Male,31,9,104678.62,1,0,1,50972.6,0,0,2,SILVER,263
1265,1266,15624471,534,France,Female,55,8,116973.26,3,1,0,122066.5,1,1,1,PLATINUM,840
1266,1267,15590097,548,France,Female,36,3,0.0,1,1,0,65996.9,0,0,5,SILVER,409
1267,1268,15689328,837,Germany,Male,38,2,126732.85,1,1,1,79577.38,0,0,2,DIAMOND,644
1268,1269,15582154,658,France,Female,44,6,148481.09,1,1,0,130529.13,0,0,4,SILVER,940
1269,1270,15734626,554,France,Female,38,4,137654.05,2,1,1,172629.67,0,0,2,PLATINUM,326
1270,1271,15702806,724,Germany,Male,30,7,115315.04,1,1,0,15216.53,0,0,1,SILVER,985
1271,1272,15620756,723,France,Male,42,2,99095.73,1,1,1,17512.53,0,0,3,DIAMOND,505
1272,1273,15611331,585,Germany,Female,39,7,165610.41,2,0,0,131852.01,0,0,1,GOLD,791
1273,1274,15576935,474,France,Male,33,5,0.0,2,1,0,181945.52,1,1,1,DIAMOND,454
1274,1275,15661275,562,Spain,Male,32,6,161628.66,1,1,0,91482.5,0,0,5,SILVER,561
1275,1276,15814940,719,France,Male,32,9,146605.27,1,1,1,77119.45,0,0,2,GOLD,603
1276,1277,15768471,635,Germany,Male,37,5,113488.68,1,1,0,95611.74,1,1,1,PLATINUM,969
1277,1278,15697391,743,France,Male,42,7,77002.2,2,1,1,80428.42,0,0,2,PLATINUM,993
1278,1279,15793346,681,Spain,Male,67,7,0.0,2,0,1,163714.92,0,0,1,SILVER,444
1279,1280,15608338,521,France,Female,39,6,0.0,2,0,1,27375.15,0,0,5,GOLD,843
1280,1281,15578546,741,Spain,Male,25,4,0.0,2,1,1,73873.65,0,0,5,SILVER,234
1281,1282,15656921,790,Spain,Male,46,8,182364.53,1,0,0,139266.48,1,1,2,GOLD,661
1282,1283,15761340,622,France,Male,35,8,0.0,2,1,1,131772.51,0,0,5,SILVER,574
1283,1284,15591135,669,France,Male,45,7,149364.58,1,0,1,173454.07,0,0,5,SILVER,263
1284,1285,15623219,583,France,Male,59,7,127450.14,1,0,1,67552.71,0,0,2,GOLD,992
1285,1286,15655229,520,Spain,Female,63,5,162278.32,1,1,1,34765.33,0,0,5,SILVER,998
1286,1287,15805884,579,Spain,Male,37,5,152212.88,2,0,0,120219.14,0,0,3,SILVER,299
1287,1288,15668289,698,Spain,Female,39,9,161993.89,1,0,0,90212.38,0,0,3,DIAMOND,515
1288,1289,15568562,548,Spain,Male,39,7,131468.44,1,1,0,164975.82,0,0,1,DIAMOND,668
1289,1290,15773276,672,Germany,Male,40,10,102980.44,1,1,0,1285.81,1,1,2,SILVER,568
1290,1291,15622801,653,Germany,Male,31,9,143321.97,1,1,0,83679.46,0,0,3,DIAMOND,495
1291,1292,15779886,734,Spain,Female,37,2,130404.92,1,0,0,34548.74,0,0,2,DIAMOND,434
1292,1293,15713673,794,France,Female,41,7,0.0,2,1,1,74275.08,0,0,2,GOLD,266
1293,1294,15783083,641,France,Male,30,2,87505.47,2,0,1,7278.57,0,0,2,DIAMOND,893
1294,1295,15742824,824,France,Male,30,0,133634.02,1,1,1,162053.92,0,0,1,PLATINUM,977
1295,1296,15621550,534,Spain,Female,33,3,151233.62,1,0,0,199336.63,0,0,5,PLATINUM,472
1296,1297,15799480,653,Spain,Male,55,2,70263.83,1,0,1,62347.71,0,0,1,GOLD,644
1297,1298,15625247,498,France,Male,34,5,0.0,2,1,1,91711.66,0,0,1,GOLD,949
1298,1299,15755241,683,France,Male,30,10,57657.49,1,0,0,79240.9,0,0,3,GOLD,905
1299,1300,15575679,618,Germany,Male,42,8,153572.31,2,1,1,76679.6,0,0,3,DIAMOND,594
1300,1301,15668235,538,France,Male,37,1,134752.08,1,1,0,162511.55,0,0,2,SILVER,710
1301,1302,15683183,643,Spain,Male,34,3,83132.09,1,1,1,21360.88,0,0,2,DIAMOND,893
1302,1303,15684592,428,France,Female,31,2,0.0,2,1,0,54487.43,0,0,3,PLATINUM,221
1303,1304,15591169,593,Germany,Female,32,9,134096.53,2,1,0,53931.05,1,1,3,DIAMOND,620
1304,1305,15653455,718,France,Female,31,0,118100.59,2,1,0,103165.15,0,0,4,GOLD,870
1305,1306,15732563,811,Germany,Male,52,10,76915.4,1,0,0,146359.81,1,1,2,GOLD,488
1306,1307,15656471,823,Spain,Female,46,3,81576.75,1,1,1,28370.95,1,1,1,SILVER,621
1307,1308,15598510,645,Spain,Male,49,2,0.0,2,0,0,10023.15,0,0,3,SILVER,553
1308,1309,15766427,710,France,Male,33,10,118327.17,2,1,1,192928.82,0,0,1,GOLD,809
1309,1310,15785342,591,Spain,Male,30,8,124857.69,2,0,0,50485.7,0,0,2,DIAMOND,650
1310,1311,15641595,748,Germany,Female,27,2,90971.85,1,1,1,131662.47,0,0,3,GOLD,744
1311,1312,15798429,850,France,Female,37,7,153147.75,1,1,1,152235.3,0,0,5,GOLD,867
1312,1313,15648136,542,France,Male,38,8,65942.26,1,1,1,68093.23,1,1,4,PLATINUM,258
1313,1314,15812482,809,France,Male,38,3,0.0,2,1,1,80061.31,0,0,3,DIAMOND,533
1314,1315,15790810,675,France,Male,54,2,0.0,1,1,0,149583.67,1,1,5,SILVER,752
1315,1316,15687421,607,Spain,Female,27,5,100912.19,1,0,0,7631.27,0,0,4,GOLD,908
1316,1317,15765643,850,France,Female,31,4,0.0,2,1,1,33082.81,0,0,1,PLATINUM,898
1317,1318,15654878,789,France,Male,37,3,0.0,1,1,0,121883.87,1,1,4,SILVER,259
1318,1319,15686835,598,France,Female,43,5,0.0,3,1,1,100722.72,1,1,1,SILVER,858
1319,1320,15768340,756,Germany,Male,41,2,124439.49,2,0,1,47093.11,0,0,4,PLATINUM,938
1320,1321,15673599,687,France,Female,47,7,0.0,2,1,1,177624.01,0,0,1,DIAMOND,517
1321,1322,15689096,724,France,Male,40,6,0.0,2,0,0,106149.48,0,0,3,PLATINUM,437
1322,1323,15684294,700,France,Female,44,2,58781.76,1,1,0,16874.92,0,0,3,PLATINUM,785
1323,1324,15615828,635,Spain,Male,50,7,159453.64,2,0,0,54560.79,1,1,3,SILVER,997
1324,1325,15746012,687,Germany,Male,26,2,142721.52,1,1,1,153605.75,0,0,5,GOLD,334
1325,1326,15615797,613,France,Female,46,8,167795.6,1,0,1,44390.38,0,0,2,DIAMOND,411
1326,1327,15788494,781,France,Female,38,3,128345.69,2,1,0,63218.85,0,0,2,SILVER,608
1327,1328,15793856,703,Spain,Male,20,3,165260.98,1,1,1,41626.78,0,0,5,GOLD,751
1328,1329,15629545,593,Germany,Female,62,3,118233.81,1,0,1,24765.53,1,1,3,DIAMOND,376
1329,1330,15661198,743,France,Female,40,6,0.0,1,1,0,28280.8,1,1,2,PLATINUM,744
1330,1331,15715117,640,Spain,Female,46,8,0.0,2,1,0,89043.19,0,0,1,GOLD,429
1331,1332,15701074,849,Germany,Male,37,7,143452.74,2,1,1,17294.12,0,0,1,PLATINUM,923
1332,1333,15793046,778,France,Male,38,3,145018.49,2,1,1,126702.41,0,0,2,SILVER,598
1333,1334,15623744,539,Germany,Female,38,8,82407.51,1,1,0,13123.41,0,0,2,SILVER,327
1334,1335,15611329,489,Germany,Male,28,1,79460.98,2,1,1,167973.63,0,0,3,PLATINUM,232
1335,1336,15740428,568,Spain,Female,43,9,0.0,1,1,0,125870.79,1,1,1,PLATINUM,805
1336,1337,15781534,618,Spain,Male,38,5,126473.99,1,1,0,91972.49,0,0,1,SILVER,696
1337,1338,15618243,710,Germany,Female,30,10,133537.1,2,1,0,155593.74,0,0,1,PLATINUM,464
1338,1339,15784161,625,France,Male,52,5,164978.01,1,1,1,67788.49,0,0,3,PLATINUM,482
1339,1340,15700325,682,Spain,Male,46,7,128029.72,1,1,1,62615.35,0,0,3,GOLD,586
1340,1341,15659064,727,Spain,Male,43,2,97403.18,1,1,1,107415.02,1,1,1,GOLD,612
1341,1342,15658364,794,France,Female,41,7,176845.41,3,1,0,166526.26,1,1,5,GOLD,226
1342,1343,15704340,652,Spain,Male,71,4,0.0,1,1,1,120107.1,0,0,3,DIAMOND,305
1343,1344,15793455,670,Spain,Male,42,3,81589.04,1,1,0,188227.8,0,0,2,GOLD,984
1344,1345,15579777,460,Germany,Female,40,6,119507.58,2,1,0,91560.63,1,1,5,SILVER,766
1345,1346,15632345,568,Spain,Female,26,6,0.0,2,0,0,166495.2,0,0,5,SILVER,634
1346,1347,15814468,643,France,Male,30,5,94443.77,1,1,1,165614.4,0,0,2,GOLD,606
1347,1348,15754820,521,France,Male,37,2,0.0,2,1,1,86372.24,0,0,5,SILVER,942
1348,1349,15707505,615,France,Male,32,7,92199.84,1,1,1,2755.53,0,0,3,SILVER,721
1349,1350,15699507,575,Spain,Male,43,3,0.0,1,1,0,83594.51,0,0,5,DIAMOND,600
1350,1351,15799600,717,France,Female,41,3,135756.96,1,1,1,103706.41,0,0,2,SILVER,801
1351,1352,15794472,648,France,Female,54,9,120633.42,1,0,0,5924.38,1,1,4,SILVER,425
1352,1353,15646632,535,Germany,Male,48,5,134542.73,1,1,1,58203.67,1,1,4,SILVER,351
1353,1354,15676353,626,Spain,Male,29,7,0.0,2,1,0,49361.84,0,0,5,PLATINUM,429
1354,1355,15566312,611,Spain,Male,52,7,0.0,1,0,1,73585.18,1,1,2,PLATINUM,380
1355,1356,15570414,734,Spain,Male,39,6,0.0,1,1,1,95135.27,0,0,1,GOLD,593
1356,1357,15776743,709,France,Male,49,4,154344.49,2,1,1,38794.57,0,0,2,DIAMOND,330
1357,1358,15674637,591,France,Male,43,3,0.0,2,0,1,198926.36,0,0,3,PLATINUM,785
1358,1359,15730418,664,France,Male,43,9,189026.53,2,1,1,56099.86,0,0,3,GOLD,616
1359,1360,15739972,431,France,Male,37,0,120764.08,1,1,1,117023.08,0,0,2,SILVER,389
1360,1361,15661591,647,Germany,Female,22,3,97975.82,2,0,1,62083.0,0,0,5,DIAMOND,299
1361,1362,15675585,578,France,Male,32,4,0.0,2,1,1,141822.8,0,0,4,DIAMOND,434
1362,1363,15814750,555,Germany,Male,41,10,113270.2,2,1,1,185387.14,0,0,1,SILVER,398
1363,1364,15593454,775,Spain,Male,30,4,0.0,2,0,1,57461.13,0,0,5,PLATINUM,368
1364,1365,15663421,850,Germany,Male,39,3,124548.99,2,1,1,120380.12,0,0,2,DIAMOND,243
1365,1366,15576196,625,France,Male,43,8,201696.07,1,1,0,133020.9,1,1,4,GOLD,538
1366,1367,15677324,645,Spain,Female,37,7,0.0,2,1,0,13589.93,0,0,4,DIAMOND,318
1367,1368,15568742,608,Germany,Male,44,7,114203.47,1,1,1,77830.36,1,1,4,PLATINUM,268
1368,1369,15693764,689,Spain,Female,31,4,0.0,2,1,1,136610.02,0,0,5,PLATINUM,840
1369,1370,15714260,652,Germany,Male,50,8,125437.64,1,1,1,17160.94,1,1,1,DIAMOND,765
1370,1371,15798200,769,France,Female,26,7,0.0,2,1,0,176843.53,0,0,1,GOLD,667
1371,1372,15656627,611,France,Female,43,8,64897.75,1,1,0,114996.33,0,0,4,SILVER,692
1372,1373,15791111,489,France,Male,38,8,0.0,2,0,1,196990.79,0,0,1,DIAMOND,821
1373,1374,15638269,528,Germany,Female,46,9,135555.66,1,1,0,133146.03,1,1,4,PLATINUM,764
1374,1375,15807473,632,France,Male,44,3,107764.75,1,1,0,185667.72,0,0,4,GOLD,582
1375,1376,15708534,429,France,Female,27,6,117307.44,2,1,1,24020.49,0,0,4,DIAMOND,985
1376,1377,15640686,457,France,Male,41,8,73700.12,3,1,1,185750.02,1,1,5,DIAMOND,310
1377,1378,15588904,768,Spain,Female,44,6,60603.4,1,1,1,178045.97,0,0,4,DIAMOND,570
1378,1379,15768763,715,Spain,Female,35,4,40169.88,2,1,1,199857.47,0,0,5,GOLD,484
1379,1380,15770543,668,Germany,Female,32,10,92041.87,1,1,1,43595.9,0,0,2,SILVER,995
1380,1381,15642162,625,Germany,Male,26,3,130483.95,1,1,0,122810.53,0,0,3,PLATINUM,343
1381,1382,15714046,846,France,Female,41,5,0.0,3,1,0,3440.47,1,1,1,GOLD,994
1382,1383,15575060,661,Spain,Female,42,3,0.0,2,1,0,35989.41,0,0,3,PLATINUM,465
1383,1384,15812040,571,France,Female,23,10,151097.28,1,0,1,17163.75,0,0,2,GOLD,841
1384,1385,15812073,582,Spain,Female,46,8,67563.31,1,1,0,44506.09,1,1,1,SILVER,454
1385,1386,15706810,716,France,Female,35,8,112808.18,1,0,1,17848.3,0,0,1,SILVER,565
1386,1387,15584090,758,France,Female,42,7,0.0,2,0,1,76209.56,0,0,2,SILVER,430
1387,1388,15810807,725,France,Male,66,4,86459.8,1,1,1,141476.56,0,0,5,DIAMOND,279
1388,1389,15582033,630,France,Female,40,0,118633.08,1,0,1,60032.46,1,1,4,DIAMOND,475
1389,1390,15687607,627,France,Female,55,2,159441.27,1,1,0,100686.11,1,1,3,DIAMOND,485
1390,1391,15588406,653,France,Female,27,9,0.0,2,1,0,96429.29,0,0,3,GOLD,834
1391,1392,15784099,775,Germany,Female,38,4,125212.65,2,1,1,15795.88,1,1,2,GOLD,332
1392,1393,15701352,794,Spain,Male,45,8,88656.37,2,1,0,116547.31,0,0,4,DIAMOND,618
1393,1394,15789371,831,France,Female,32,2,146033.62,1,1,0,191260.74,0,0,5,SILVER,360
1394,1395,15602845,561,France,Male,29,9,120268.13,1,1,1,173870.39,0,0,5,GOLD,566
1395,1396,15707918,705,Spain,Male,46,7,0.0,2,1,0,117273.35,0,0,2,GOLD,946
1396,1397,15602812,636,Spain,Female,33,0,0.0,1,1,0,92277.47,1,1,2,SILVER,618
1397,1398,15675888,487,Germany,Female,46,4,135070.58,2,1,1,44244.49,1,1,2,PLATINUM,400
1398,1399,15591822,693,France,Female,38,3,0.0,2,0,0,78133.48,1,1,5,GOLD,724
1399,1400,15738501,517,Spain,Female,29,5,0.0,2,1,0,103402.88,0,0,1,PLATINUM,584
1400,1401,15585907,684,France,Female,27,9,122550.05,2,0,1,137835.82,0,0,2,GOLD,807
1401,1402,15579040,620,Spain,Female,43,2,0.0,2,1,0,20670.1,0,0,5,GOLD,540
1402,1403,15804211,757,France,Male,29,8,130306.49,1,1,0,77469.38,0,0,1,GOLD,889
1403,1404,15736126,739,France,Female,27,6,0.0,1,1,1,57572.38,0,0,2,SILVER,746
1404,1405,15745399,662,Spain,Female,41,4,90350.77,1,1,0,75884.65,1,1,3,PLATINUM,709
1405,1406,15760749,359,France,Female,44,6,128747.69,1,1,0,146955.71,1,1,1,PLATINUM,981
1406,1407,15637118,572,Spain,Male,23,2,126873.52,1,0,1,67040.12,0,0,4,GOLD,628
1407,1408,15657829,721,France,Male,69,2,108424.19,1,1,1,178418.35,0,0,1,PLATINUM,260
1408,1409,15738497,707,France,Male,32,9,0.0,2,0,0,30807.02,0,0,4,DIAMOND,263
1409,1410,15690695,444,France,Female,40,5,84350.07,1,1,0,143835.76,0,0,2,GOLD,580
1410,1411,15762351,523,France,Female,73,7,0.0,2,0,0,130883.9,1,1,5,DIAMOND,566
1411,1412,15791172,685,Germany,Female,30,4,84958.6,2,0,1,194343.72,0,0,2,GOLD,987
1412,1413,15598982,673,Germany,Female,29,4,99097.36,1,1,1,9796.69,0,0,4,PLATINUM,712
1413,1414,15734765,503,Germany,Male,30,10,136622.55,2,0,0,47310.24,0,0,3,PLATINUM,303
1414,1415,15642912,485,Germany,Female,30,5,156771.68,1,1,1,141148.21,0,0,5,PLATINUM,644
1415,1416,15769516,799,Germany,Male,28,7,167658.33,2,1,1,111138.25,0,0,5,DIAMOND,938
1416,1417,15789379,585,Spain,Female,33,8,0.0,2,1,0,114182.07,0,0,4,PLATINUM,779
1417,1418,15695103,607,Germany,Female,24,2,109483.54,2,0,1,127560.77,0,0,3,GOLD,260
1418,1419,15801924,521,Germany,Female,40,9,134504.78,1,1,0,18082.06,0,0,5,PLATINUM,257
1419,1420,15767804,535,France,Female,44,2,114427.86,1,1,1,136330.26,0,0,1,PLATINUM,948
1420,1421,15718039,724,Spain,Male,45,5,83888.54,1,0,1,34121.81,0,0,3,SILVER,559
1421,1422,15579994,520,Germany,Male,32,5,110029.77,1,1,0,56246.69,0,0,4,DIAMOND,483
1422,1423,15595037,696,Spain,Male,41,9,127523.75,1,0,1,191417.42,0,0,1,DIAMOND,824
1423,1424,15600720,657,Germany,Male,30,1,139762.13,2,1,1,23317.88,0,0,5,SILVER,731
1424,1425,15782608,603,Spain,Female,42,8,91611.12,1,0,0,144675.3,1,1,3,DIAMOND,416
1425,1426,15566894,726,France,Female,42,2,109471.79,1,0,1,175161.05,0,0,5,GOLD,899
1426,1427,15749123,591,France,Female,39,4,150500.64,1,1,0,14928.8,0,0,1,DIAMOND,733
1427,1428,15668943,792,Germany,Female,59,9,101609.77,1,0,0,161479.19,1,1,5,DIAMOND,779
1428,1429,15577423,550,France,Male,57,5,0.0,1,1,1,133501.94,0,0,5,PLATINUM,484
1429,1430,15623102,601,France,Female,26,8,78892.23,1,1,1,23703.52,0,0,1,SILVER,876
1430,1431,15728012,820,France,Female,29,3,82344.84,1,0,1,115985.38,0,0,2,GOLD,816
1431,1432,15683363,667,France,Male,48,2,0.0,1,1,0,43229.2,0,0,4,SILVER,487
1432,1433,15699335,573,Spain,Female,44,4,0.0,1,1,1,94862.93,0,0,4,PLATINUM,920
1433,1434,15574369,755,France,Male,62,1,127706.33,2,0,1,142377.69,0,0,2,DIAMOND,673
1434,1435,15703167,552,France,Female,41,9,124349.34,1,1,0,135635.25,0,0,3,DIAMOND,539
1435,1436,15754874,598,Spain,Male,44,8,0.0,2,1,0,148487.9,0,0,4,SILVER,909
1436,1437,15723216,576,Germany,Male,28,1,119336.29,2,0,1,58976.85,0,0,1,GOLD,592
1437,1438,15725094,670,France,Female,31,9,0.0,1,0,1,76254.83,0,0,3,DIAMOND,761
1438,1439,15647974,504,Germany,Male,56,9,104217.3,1,0,0,55857.48,1,1,4,GOLD,359
1439,1440,15583371,778,France,Female,65,7,0.0,1,1,1,77867.23,0,0,1,DIAMOND,656
1440,1441,15772559,558,Germany,Male,39,10,144757.02,1,1,0,22878.16,1,1,4,DIAMOND,254
1441,1442,15711251,627,Spain,Male,44,6,0.0,1,1,1,114469.55,0,0,5,SILVER,258
1442,1443,15719212,683,France,Male,43,8,0.0,1,1,0,96754.8,0,0,1,SILVER,309
1443,1444,15764927,556,France,Female,43,6,0.0,3,0,0,125154.57,1,1,4,GOLD,877
1444,1445,15731412,583,France,Female,38,10,0.0,2,0,1,113597.64,0,0,4,SILVER,691
1445,1446,15719170,705,France,Female,24,7,100169.51,1,1,0,121408.55,0,0,1,SILVER,566
1446,1447,15596011,637,France,Male,33,2,145731.83,1,0,1,109219.43,0,0,4,SILVER,721
1447,1448,15614834,697,Spain,Male,56,5,110802.03,1,1,1,50230.31,1,1,1,DIAMOND,238
1448,1449,15600510,555,Germany,Female,46,4,120392.99,1,1,0,177719.88,1,1,5,SILVER,594
1449,1450,15625706,594,Germany,Female,26,6,135067.52,2,0,0,131211.86,0,0,3,PLATINUM,285
1450,1451,15781409,632,Spain,Male,31,3,136556.44,1,1,0,82152.83,1,1,4,SILVER,964
1451,1452,15722583,551,France,Female,38,10,0.0,2,1,1,216.27,0,0,2,SILVER,912
